ceremony_number,year,date,url,category,winner,nominees
74,2002,"March 24, 2002",https://en.wikipedia.org/wiki/74th_Academy_Awards,Best Writing (Screenplay Written Directly for the Screen),Gosford Park,Amélie | Memento | Monster's Ball | The Royal Tenenbaums
74,2002,"March 24, 2002",https://en.wikipedia.org/wiki/74th_Academy_Awards,Best Writing (Screenplay Based on Material Previously Produced or Published),A Beautiful Mind,Ghost World | In the Bedroom | The Lord of the Rings: The Fellowship of the Ring | Shrek
74,2002,"March 24, 2002",https://en.wikipedia.org/wiki/74th_Academy_Awards,Best Animated Feature Film,Shrek,"Jimmy Neutron: Boy Genius | Monsters, Inc."
74,2002,"March 24, 2002",https://en.wikipedia.org/wiki/74th_Academy_Awards,Best Foreign Language Film,No Man's Land (Bosnia and Herzegovina) in Bosnian,Amélie (France) in French – Jean-Pierre Jeunet | Elling (Norway) in Norwegian – Petter Næss | Lagaan (India) in Hindi | Son of the Bride (Argentina) in Spanish – Juan José Campanella
74,2002,"March 24, 2002",https://en.wikipedia.org/wiki/74th_Academy_Awards,Best Documentary (Feature),Murder on a Sunday Morning,Children Underground | LaLee's Kin: The Legacy of Cotton | Promises | War Photographer
74,2002,"March 24, 2002",https://en.wikipedia.org/wiki/74th_Academy_Awards,Best Documentary (Short Subject),Thoth,Artists and Orphans: A True Drama | Sing!
74,2002,"March 24, 2002",https://en.wikipedia.org/wiki/74th_Academy_Awards,Best Short Film (Live Action),The Accountant,Copy Shop | Gregor's Greatest Invention | A Man Thing (Meska Sprawa) | Speed for Thespians
74,2002,"March 24, 2002",https://en.wikipedia.org/wiki/74th_Academy_Awards,Best Short Film (Animated),For the Birds,Fifty Percent Grey | Give Up Yer Aul Sins | Strange Invaders | Stubble Trouble
74,2002,"March 24, 2002",https://en.wikipedia.org/wiki/74th_Academy_Awards,Best Music (Original Score),The Lord of the Rings: The Fellowship of the Ring — Howard Shore,"A.I. Artificial Intelligence — John Williams | A Beautiful Mind — James Horner | Harry Potter and the Sorcerer's Stone — John Williams | Monsters, Inc. — Randy Newman"
74,2002,"March 24, 2002",https://en.wikipedia.org/wiki/74th_Academy_Awards,Best Music (Original Song),"""If I Didn't Have You"" from Monsters, Inc.","""May It Be"" from The Lord of the Rings: The Fellowship of the Ring | ""There You'll Be"" from Pearl Harbor | ""Until..."" from Kate & Leopold | ""Vanilla Sky"" from Vanilla Sky"
74,2002,"March 24, 2002",https://en.wikipedia.org/wiki/74th_Academy_Awards,Best Sound,Black Hawk Down,Amélie | The Lord of the Rings: The Fellowship of the Ring | Moulin Rouge! | Pearl Harbor
74,2002,"March 24, 2002",https://en.wikipedia.org/wiki/74th_Academy_Awards,Best Sound Editing,Pearl Harbor,"Monsters, Inc."
74,2002,"March 24, 2002",https://en.wikipedia.org/wiki/74th_Academy_Awards,Best Art Direction,Moulin Rouge!,Amélie | Gosford Park | Harry Potter and the Sorcerer's Stone | The Lord of the Rings: The Fellowship of the Ring
74,2002,"March 24, 2002",https://en.wikipedia.org/wiki/74th_Academy_Awards,Best Cinematography,The Lord of the Rings: The Fellowship of the Ring,Amélie | Black Hawk Down | The Man Who Wasn't There | Moulin Rouge!
74,2002,"March 24, 2002",https://en.wikipedia.org/wiki/74th_Academy_Awards,Best Makeup,The Lord of the Rings: The Fellowship of the Ring,A Beautiful Mind | Moulin Rouge!
74,2002,"March 24, 2002",https://en.wikipedia.org/wiki/74th_Academy_Awards,Best Costume Design,Moulin Rouge!,The Affair of the Necklace | Gosford Park | Harry Potter and the Sorcerer's Stone | The Lord of the Rings: The Fellowship of the Ring
74,2002,"March 24, 2002",https://en.wikipedia.org/wiki/74th_Academy_Awards,Best Film Editing,Black Hawk Down,A Beautiful Mind | The Lord of the Rings: The Fellowship of the Ring | Memento | Moulin Rouge!
74,2002,"March 24, 2002",https://en.wikipedia.org/wiki/74th_Academy_Awards,Best Visual Effects,The Lord of the Rings: The Fellowship of the Ring,A.I. Artificial Intelligence | Pearl Harbor
75,2003,"March 23, 2003",https://en.wikipedia.org/wiki/75th_Academy_Awards,Best Picture,Chicago,Gangs of New York | The Hours | The Lord of the Rings: The Two Towers | The Pianist
75,2003,"March 23, 2003",https://en.wikipedia.org/wiki/75th_Academy_Awards,Best Directing,Roman Polanski,Rob Marshall | Martin Scorsese | Stephen Daldry | Pedro Almodóvar
75,2003,"March 23, 2003",https://en.wikipedia.org/wiki/75th_Academy_Awards,Best Actor in a Leading Role,Adrien Brody,Nicolas Cage | Michael Caine | Daniel Day-Lewis | Jack Nicholson
75,2003,"March 23, 2003",https://en.wikipedia.org/wiki/75th_Academy_Awards,Best Actress in a Leading Role,Nicole Kidman,Salma Hayek | Diane Lane | Julianne Moore | Renée Zellweger
75,2003,"March 23, 2003",https://en.wikipedia.org/wiki/75th_Academy_Awards,Best Actor in a Supporting Role,Chris Cooper,Ed Harris | Paul Newman | John C. Reilly | Christopher Walken
75,2003,"March 23, 2003",https://en.wikipedia.org/wiki/75th_Academy_Awards,Best Actress in a Supporting Role,Catherine Zeta-Jones,Kathy Bates | Queen Latifah | Julianne Moore | Meryl Streep
75,2003,"March 23, 2003",https://en.wikipedia.org/wiki/75th_Academy_Awards,Best Writing (Original Screenplay),Talk to Her,Far from Heaven | Gangs of New York | My Big Fat Greek Wedding | Y Tu Mamá También
75,2003,"March 23, 2003",https://en.wikipedia.org/wiki/75th_Academy_Awards,Best Writing (Adapted Screenplay),The Pianist,About a Boy | Adaptation | Chicago | The Hours
75,2003,"March 23, 2003",https://en.wikipedia.org/wiki/75th_Academy_Awards,Best Animated Feature Film,Spirited Away,Ice Age | Lilo & Stitch | Spirit: Stallion of the Cimarron | Treasure Planet
75,2003,"March 23, 2003",https://en.wikipedia.org/wiki/75th_Academy_Awards,Best Foreign Language Film,Nowhere in Africa (Germany) in German,The Crime of Father Amaro (Mexico) in Spanish | Hero (China) in Mandarin | The Man Without a Past (Finland) in Finnish | Zus & Zo (Netherlands) in Dutch
75,2003,"March 23, 2003",https://en.wikipedia.org/wiki/75th_Academy_Awards,Best Documentary (Feature),Bowling for Columbine,Daughter from Danang | Prisoner of Paradise | Spellbound | Winged Migration
75,2003,"March 23, 2003",https://en.wikipedia.org/wiki/75th_Academy_Awards,Best Documentary (Short Subject),Twin Towers,The Collector of Bedford Street | Mighty Times: The Legacy of Rosa Parks | Why Can't We Be a Family Again?
75,2003,"March 23, 2003",https://en.wikipedia.org/wiki/75th_Academy_Awards,Best Short Film (Live Action),This Charming Man,Fait D'Hiver | I'll Wait for the Next One ... (J'Attendrai Le Suivant...) | Inja (Dog) | Johnny Flynton
75,2003,"March 23, 2003",https://en.wikipedia.org/wiki/75th_Academy_Awards,Best Short Film (Animated),The ChubbChubbs!,Das Rad | Katedra | Mike's New Car | Mount Head
75,2003,"March 23, 2003",https://en.wikipedia.org/wiki/75th_Academy_Awards,Best Music (Original Score),Frida,Catch Me If You Can | Far from Heaven | The Hours | Road to Perdition
75,2003,"March 23, 2003",https://en.wikipedia.org/wiki/75th_Academy_Awards,Best Music (Original Song),"""Lose Yourself"" from 8 Mile","""I Move On"" from Chicago | ""Burn It Blue"" from Frida | ""The Hands That Built America"" from Gangs of New York | ""Father and Daughter"" from The Wild Thornberrys Movie"
75,2003,"March 23, 2003",https://en.wikipedia.org/wiki/75th_Academy_Awards,Best Sound,Chicago,Gangs of New York | The Lord of the Rings: The Two Towers | Road to Perdition | Spider-Man
75,2003,"March 23, 2003",https://en.wikipedia.org/wiki/75th_Academy_Awards,Best Sound Editing,The Lord of the Rings: The Two Towers,Minority Report | Road to Perdition
75,2003,"March 23, 2003",https://en.wikipedia.org/wiki/75th_Academy_Awards,Best Art Direction,Chicago,Frida | Gangs of New York | The Lord of the Rings: The Two Towers | Road to Perdition
75,2003,"March 23, 2003",https://en.wikipedia.org/wiki/75th_Academy_Awards,Best Cinematography,Road to Perdition,Chicago | Far from Heaven | Gangs of New York | The Pianist
75,2003,"March 23, 2003",https://en.wikipedia.org/wiki/75th_Academy_Awards,Best Makeup,Frida,The Time Machine
75,2003,"March 23, 2003",https://en.wikipedia.org/wiki/75th_Academy_Awards,Best Costume Design,Chicago,Frida | Gangs of New York | The Hours | The Pianist
75,2003,"March 23, 2003",https://en.wikipedia.org/wiki/75th_Academy_Awards,Best Film Editing,Chicago,Gangs of New York | The Hours | The Lord of the Rings: The Two Towers | The Pianist
75,2003,"March 23, 2003",https://en.wikipedia.org/wiki/75th_Academy_Awards,Best Visual Effects,The Lord of the Rings: The Two Towers,Spider-Man | Star Wars: Episode II
76,2004,"February 29, 2004",https://en.wikipedia.org/wiki/76th_Academy_Awards,Best Picture,The Lord of the Rings: The Return of the King,Lost in Translation | Master and Commander: The Far Side of the World | Mystic River | Seabiscuit
76,2004,"February 29, 2004",https://en.wikipedia.org/wiki/76th_Academy_Awards,Best Directing,Peter Jackson,Fernando Meirelles | Sofia Coppola | Peter Weir | Clint Eastwood
76,2004,"February 29, 2004",https://en.wikipedia.org/wiki/76th_Academy_Awards,Best Actor in a Leading Role,Sean Penn,Johnny Depp | Ben Kingsley | Jude Law | Bill Murray
76,2004,"February 29, 2004",https://en.wikipedia.org/wiki/76th_Academy_Awards,Best Actress in a Leading Role,Charlize Theron,Keisha Castle-Hughes | Diane Keaton | Samantha Morton | Naomi Watts
76,2004,"February 29, 2004",https://en.wikipedia.org/wiki/76th_Academy_Awards,Best Actor in a Supporting Role,Tim Robbins,Alec Baldwin | Benicio del Toro | Djimon Hounsou | Ken Watanabe
76,2004,"February 29, 2004",https://en.wikipedia.org/wiki/76th_Academy_Awards,Best Actress in a Supporting Role,Renée Zellweger,Shohreh Aghdashloo | Patricia Clarkson | Marcia Gay Harden | Holly Hunter
76,2004,"February 29, 2004",https://en.wikipedia.org/wiki/76th_Academy_Awards,Best Writing (Original Screenplay),Lost in Translation,The Barbarian Invasions - Denys Arcand | Dirty Pretty Things | Finding Nemo | In America
76,2004,"February 29, 2004",https://en.wikipedia.org/wiki/76th_Academy_Awards,Best Writing (Adapted Screenplay),The Lord of the Rings: The Return of the King,American Splendor | City of God | Mystic River | Seabiscuit
76,2004,"February 29, 2004",https://en.wikipedia.org/wiki/76th_Academy_Awards,Best Animated Feature Film,Finding Nemo,Brother Bear | The Triplets of Belleville
76,2004,"February 29, 2004",https://en.wikipedia.org/wiki/76th_Academy_Awards,Best Foreign Language Film,The Barbarian Invasions (Canada) in French – Denys Arcand,Evil (Sweden) in Swedish | The Twilight Samurai (Japan) in Japanese | Twin Sisters (Netherlands) in Dutch – Ben Sombogaart | Želary (Czech Republic) in Czech
76,2004,"February 29, 2004",https://en.wikipedia.org/wiki/76th_Academy_Awards,Best Documentary (Feature),The Fog of War,Balseros | Capturing the Friedmans | My Architect | The Weather Underground
76,2004,"February 29, 2004",https://en.wikipedia.org/wiki/76th_Academy_Awards,Best Documentary (Short Subject),Chernobyl Heart,Asylum | Ferry Tales
76,2004,"February 29, 2004",https://en.wikipedia.org/wiki/76th_Academy_Awards,Best Short Film (Live Action),Two Soldiers,Die Rote Jacke (The Red Jacket) | Most (The Bridge) | Squash | (A) Torzija [(A) Torsion]
76,2004,"February 29, 2004",https://en.wikipedia.org/wiki/76th_Academy_Awards,Best Short Film (Animated),Harvie Krumpet,Boundin' | Destino | Gone Nutty | Nibbles
76,2004,"February 29, 2004",https://en.wikipedia.org/wiki/76th_Academy_Awards,Best Music (Original Score),The Lord of the Rings: The Return of the King,Big Fish | Cold Mountain | Finding Nemo | House of Sand and Fog
76,2004,"February 29, 2004",https://en.wikipedia.org/wiki/76th_Academy_Awards,Best Music (Original Song),"""Into the West"" from The Lord of the Rings: The Return of the King","""Belleville Rendez-vous"" from The Triplets of Belleville | ""A Kiss at the End of the Rainbow"" from A Mighty Wind | ""Scarlet Tide"" from Cold Mountain | ""You Will Be My Ain True Love"" from Cold Mountain"
76,2004,"February 29, 2004",https://en.wikipedia.org/wiki/76th_Academy_Awards,Best Sound Editing,Master and Commander: The Far Side of the World,Finding Nemo | Pirates of the Caribbean: The Curse of the Black Pearl
76,2004,"February 29, 2004",https://en.wikipedia.org/wiki/76th_Academy_Awards,Best Sound Mixing,The Lord of the Rings: The Return of the King,The Last Samurai | Master and Commander: The Far Side of the World | Pirates of the Caribbean: The Curse of the Black Pearl | Seabiscuit
76,2004,"February 29, 2004",https://en.wikipedia.org/wiki/76th_Academy_Awards,Best Art Direction,The Lord of the Rings: The Return of the King,Girl with a Pearl Earring | The Last Samurai | Master and Commander: The Far Side of the World | Seabiscuit
76,2004,"February 29, 2004",https://en.wikipedia.org/wiki/76th_Academy_Awards,Best Cinematography,Master and Commander: The Far Side of the World,City of God | Cold Mountain | Girl with a Pearl Earring | Seabiscuit
76,2004,"February 29, 2004",https://en.wikipedia.org/wiki/76th_Academy_Awards,Best Makeup,The Lord of the Rings: The Return of the King,Master and Commander: The Far Side of the World | Pirates of the Caribbean: The Curse of the Black Pearl
76,2004,"February 29, 2004",https://en.wikipedia.org/wiki/76th_Academy_Awards,Best Costume Design,The Lord of the Rings: The Return of the King,Girl with a Pearl Earring | The Last Samurai | Master and Commander: The Far Side of the World | Seabiscuit
76,2004,"February 29, 2004",https://en.wikipedia.org/wiki/76th_Academy_Awards,Best Film Editing,The Lord of the Rings: The Return of the King,City of God | Cold Mountain | Master and Commander: The Far Side of the World | Seabiscuit
76,2004,"February 29, 2004",https://en.wikipedia.org/wiki/76th_Academy_Awards,Best Visual Effects,The Lord of the Rings: The Return of the King,Master and Commander: The Far Side of the World | Pirates of the Caribbean: The Curse of the Black Pearl
77,2005,"February 27, 2005",https://en.wikipedia.org/wiki/77th_Academy_Awards,Best Picture,Million Dollar Baby,The Aviator | Finding Neverland | Ray | Sideways
77,2005,"February 27, 2005",https://en.wikipedia.org/wiki/77th_Academy_Awards,Best Directing,Clint Eastwood,Martin Scorsese | Taylor Hackford | Alexander Payne | Mike Leigh
77,2005,"February 27, 2005",https://en.wikipedia.org/wiki/77th_Academy_Awards,Best Actor in a Leading Role,Jamie Foxx,Don Cheadle | Johnny Depp | Leonardo DiCaprio | Clint Eastwood
77,2005,"February 27, 2005",https://en.wikipedia.org/wiki/77th_Academy_Awards,Best Actress in a Leading Role,Hilary Swank,Annette Bening | Catalina Sandino Moreno | Imelda Staunton | Kate Winslet
77,2005,"February 27, 2005",https://en.wikipedia.org/wiki/77th_Academy_Awards,Best Actor in a Supporting Role,Morgan Freeman,Alan Alda | Thomas Haden Church | Jamie Foxx | Clive Owen
77,2005,"February 27, 2005",https://en.wikipedia.org/wiki/77th_Academy_Awards,Best Actress in a Supporting Role,Cate Blanchett,Laura Linney | Virginia Madsen | Sophie Okonedo | Natalie Portman
77,2005,"February 27, 2005",https://en.wikipedia.org/wiki/77th_Academy_Awards,Best Writing (Original Screenplay),Eternal Sunshine of the Spotless Mind,The Aviator | Hotel Rwanda | The Incredibles | Vera Drake
77,2005,"February 27, 2005",https://en.wikipedia.org/wiki/77th_Academy_Awards,Best Writing (Adapted Screenplay),Sideways,Before Sunset | Finding Neverland | Million Dollar Baby | The Motorcycle Diaries
77,2005,"February 27, 2005",https://en.wikipedia.org/wiki/77th_Academy_Awards,Best Animated Feature Film,The Incredibles,Shark Tale | Shrek 2
77,2005,"February 27, 2005",https://en.wikipedia.org/wiki/77th_Academy_Awards,Best Foreign Language Film,"The Sea Inside (Spain) in Spanish , Catalan and Galician",As It Is in Heaven (Sweden) in Swedish | The Chorus (France) in French | Downfall (Germany) in German | Yesterday (South Africa) in Zulu
77,2005,"February 27, 2005",https://en.wikipedia.org/wiki/77th_Academy_Awards,Best Documentary (Feature),Born into Brothels: Calcutta's Red Light Kids,The Story of the Weeping Camel | Super Size Me | Tupac: Resurrection | Twist of Faith
77,2005,"February 27, 2005",https://en.wikipedia.org/wiki/77th_Academy_Awards,Best Documentary (Short Subject),Mighty Times: The Children's March,Autism Is a World | The Children of Leningradsky | Hardwood | Sister Rose's Passion
77,2005,"February 27, 2005",https://en.wikipedia.org/wiki/77th_Academy_Awards,Best Short Film (Live Action),Wasp,"7:35 in the Morning | Everything in This Country Must | Little Terrorist | Two Cars, One Night"
77,2005,"February 27, 2005",https://en.wikipedia.org/wiki/77th_Academy_Awards,Best Short Film (Animated),Ryan,Birthday Boy | Gopher Broke | Guard Dog | Lorenzo
77,2005,"February 27, 2005",https://en.wikipedia.org/wiki/77th_Academy_Awards,Best Music (Original Score),Finding Neverland,Harry Potter and the Prisoner of Azkaban | Lemony Snicket's A Series of Unfortunate Events | The Passion of the Christ | The Village
77,2005,"February 27, 2005",https://en.wikipedia.org/wiki/77th_Academy_Awards,Best Music (Original Song),"""Al otro lado del río"" from The Motorcycle Diaries","""Accidentally in Love"" from Shrek 2 | ""Believe"" from The Polar Express | ""Learn to Be Lonely"" from The Phantom of the Opera | ""Look to Your Path"" from The Chorus"
77,2005,"February 27, 2005",https://en.wikipedia.org/wiki/77th_Academy_Awards,Best Sound Editing,The Incredibles,The Polar Express | Spider-Man 2
77,2005,"February 27, 2005",https://en.wikipedia.org/wiki/77th_Academy_Awards,Best Sound Mixing,Ray,The Aviator | The Incredibles | The Polar Express | Spider-Man 2
77,2005,"February 27, 2005",https://en.wikipedia.org/wiki/77th_Academy_Awards,Best Art Direction,The Aviator,Finding Neverland | Lemony Snicket's A Series of Unfortunate Events | The Phantom of the Opera | A Very Long Engagement
77,2005,"February 27, 2005",https://en.wikipedia.org/wiki/77th_Academy_Awards,Best Cinematography,The Aviator,House of Flying Daggers | The Passion of the Christ | The Phantom of the Opera | A Very Long Engagement
77,2005,"February 27, 2005",https://en.wikipedia.org/wiki/77th_Academy_Awards,Best Makeup,Lemony Snicket's A Series of Unfortunate Events,The Passion of the Christ | The Sea Inside
77,2005,"February 27, 2005",https://en.wikipedia.org/wiki/77th_Academy_Awards,Best Costume Design,The Aviator,Finding Neverland | Lemony Snicket's A Series of Unfortunate Events | Ray | Troy
77,2005,"February 27, 2005",https://en.wikipedia.org/wiki/77th_Academy_Awards,Best Film Editing,The Aviator,Collateral | Finding Neverland | Million Dollar Baby | Ray
77,2005,"February 27, 2005",https://en.wikipedia.org/wiki/77th_Academy_Awards,Best Visual Effects,Spider-Man 2,"Harry Potter and the Prisoner of Azkaban | I, Robot"
78,2006,"March 5, 2006",https://en.wikipedia.org/wiki/78th_Academy_Awards,Best Picture,Crash,"Brokeback Mountain | Capote | Good Night, and Good Luck | Munich"
78,2006,"March 5, 2006",https://en.wikipedia.org/wiki/78th_Academy_Awards,Best Directing,Ang Lee,Bennett Miller | Paul Haggis | George Clooney | Steven Spielberg
78,2006,"March 5, 2006",https://en.wikipedia.org/wiki/78th_Academy_Awards,Best Actor in a Leading Role,Philip Seymour Hoffman,Terrence Howard | Heath Ledger | Joaquin Phoenix | David Strathairn
78,2006,"March 5, 2006",https://en.wikipedia.org/wiki/78th_Academy_Awards,Best Actress in a Leading Role,Reese Witherspoon,Judi Dench | Felicity Huffman | Keira Knightley | Charlize Theron
78,2006,"March 5, 2006",https://en.wikipedia.org/wiki/78th_Academy_Awards,Best Actor in a Supporting Role,George Clooney,Matt Dillon | Paul Giamatti | Jake Gyllenhaal | William Hurt
78,2006,"March 5, 2006",https://en.wikipedia.org/wiki/78th_Academy_Awards,Best Actress in a Supporting Role,Rachel Weisz,Amy Adams | Catherine Keener | Frances McDormand | Michelle Williams
78,2006,"March 5, 2006",https://en.wikipedia.org/wiki/78th_Academy_Awards,Best Writing (Original Screenplay),Crash,"Good Night, and Good Luck | Match Point | The Squid and the Whale | Syriana"
78,2006,"March 5, 2006",https://en.wikipedia.org/wiki/78th_Academy_Awards,Best Writing (Adapted Screenplay),Brokeback Mountain,Capote | The Constant Gardener | A History of Violence | Munich
78,2006,"March 5, 2006",https://en.wikipedia.org/wiki/78th_Academy_Awards,Best Animated Feature Film,Wallace & Gromit: The Curse of the Were-Rabbit,Howl's Moving Castle | Tim Burton's Corpse Bride
78,2006,"March 5, 2006",https://en.wikipedia.org/wiki/78th_Academy_Awards,Best Foreign Language Film,Tsotsi (South Africa) in Afrikaans,The Beast in the Heart (Italy) in Italian | Joyeux Noël (France) in French | Paradise Now (Palestine) in Arabic | Sophie Scholl - The Final Days (Germany) in German
78,2006,"March 5, 2006",https://en.wikipedia.org/wiki/78th_Academy_Awards,Best Documentary (Feature),March of the Penguins,Darwin's Nightmare | Enron: The Smartest Guys in the Room | Murderball | Street Fight
78,2006,"March 5, 2006",https://en.wikipedia.org/wiki/78th_Academy_Awards,Best Documentary (Short Subject),A Note of Triumph: The Golden Age of Norman Corwin,The Death of Kevin Carter: Casualty of the Bang Bang Club | God Sleeps in Rwanda | The Mushroom Club
78,2006,"March 5, 2006",https://en.wikipedia.org/wiki/78th_Academy_Awards,Best Short Film (Live Action),Six Shooter,Cashback | The Last Farm | Our Time Is Up | The Runaway (Ausreißer) – Ulrike Grote
78,2006,"March 5, 2006",https://en.wikipedia.org/wiki/78th_Academy_Awards,Best Short Film (Animated),The Moon and the Son: An Imagined Conversation,9 | Badgered | The Mysterious Geographic Explorations of Jasper Morello | One Man Band
78,2006,"March 5, 2006",https://en.wikipedia.org/wiki/78th_Academy_Awards,Best Music (Original Score),Brokeback Mountain,The Constant Gardener | Memoirs of a Geisha | Munich | Pride & Prejudice
78,2006,"March 5, 2006",https://en.wikipedia.org/wiki/78th_Academy_Awards,Best Music (Original Song),"""It's Hard out Here for a Pimp"" from Hustle & Flow","""In the Deep"" from Crash | ""Travelin' Thru"" from Transamerica"
78,2006,"March 5, 2006",https://en.wikipedia.org/wiki/78th_Academy_Awards,Best Sound Editing,King Kong,Memoirs of a Geisha | War of the Worlds
78,2006,"March 5, 2006",https://en.wikipedia.org/wiki/78th_Academy_Awards,Best Sound Mixing,King Kong,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe | Memoirs of a Geisha | Walk the Line | War of the Worlds"
78,2006,"March 5, 2006",https://en.wikipedia.org/wiki/78th_Academy_Awards,Best Art Direction,Memoirs of a Geisha,"Good Night, and Good Luck | Harry Potter and the Goblet of Fire | King Kong | Pride & Prejudice"
78,2006,"March 5, 2006",https://en.wikipedia.org/wiki/78th_Academy_Awards,Best Cinematography,Memoirs of a Geisha,"Batman Begins | Brokeback Mountain | Good Night, and Good Luck | The New World"
78,2006,"March 5, 2006",https://en.wikipedia.org/wiki/78th_Academy_Awards,Best Makeup,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Cinderella Man | Star Wars: Episode III
78,2006,"March 5, 2006",https://en.wikipedia.org/wiki/78th_Academy_Awards,Best Costume Design,Memoirs of a Geisha,Charlie and the Chocolate Factory | Mrs Henderson Presents | Pride & Prejudice | Walk the Line
78,2006,"March 5, 2006",https://en.wikipedia.org/wiki/78th_Academy_Awards,Best Film Editing,Crash,Cinderella Man | The Constant Gardener | Munich | Walk the Line
78,2006,"March 5, 2006",https://en.wikipedia.org/wiki/78th_Academy_Awards,Best Visual Effects,King Kong,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe | War of the Worlds"
79,2007,"February 25, 2007",https://en.wikipedia.org/wiki/79th_Academy_Awards,Best Picture,The Departed,Babel | Letters from Iwo Jima | Little Miss Sunshine | The Queen
79,2007,"February 25, 2007",https://en.wikipedia.org/wiki/79th_Academy_Awards,Best Directing,Martin Scorsese,Alejandro González Iñárritu | Clint Eastwood | Stephen Frears | Paul Greengrass
79,2007,"February 25, 2007",https://en.wikipedia.org/wiki/79th_Academy_Awards,Best Actor in a Leading Role,Forest Whitaker,Leonardo DiCaprio | Ryan Gosling | Peter O'Toole | Will Smith
79,2007,"February 25, 2007",https://en.wikipedia.org/wiki/79th_Academy_Awards,Best Actress in a Leading Role,Helen Mirren,Penélope Cruz | Judi Dench | Meryl Streep | Kate Winslet
79,2007,"February 25, 2007",https://en.wikipedia.org/wiki/79th_Academy_Awards,Best Actor in a Supporting Role,Alan Arkin,Jackie Earle Haley | Djimon Hounsou | Eddie Murphy | Mark Wahlberg
79,2007,"February 25, 2007",https://en.wikipedia.org/wiki/79th_Academy_Awards,Best Actress in a Supporting Role,Jennifer Hudson,Adriana Barraza | Cate Blanchett | Abigail Breslin | Rinko Kikuchi
79,2007,"February 25, 2007",https://en.wikipedia.org/wiki/79th_Academy_Awards,Best Writing (Original Screenplay),Little Miss Sunshine,Babel | Letters from Iwo Jima | Pan's Labyrinth | The Queen
79,2007,"February 25, 2007",https://en.wikipedia.org/wiki/79th_Academy_Awards,Best Writing (Adapted Screenplay),The Departed,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan | Children of Men | Little Children | Notes on a Scandal
79,2007,"February 25, 2007",https://en.wikipedia.org/wiki/79th_Academy_Awards,Best Animated Feature Film,Happy Feet,Cars | Monster House
79,2007,"February 25, 2007",https://en.wikipedia.org/wiki/79th_Academy_Awards,Best Foreign Language Film,The Lives of Others (Germany) in German,"After the Wedding (Denmark) in Danish , Hindi , and Swedish | Days of Glory (Indigènes) (Algeria) in Arabic | Pan's Labyrinth (Mexico) in Spanish | Water (Canada) in Hindi and English"
79,2007,"February 25, 2007",https://en.wikipedia.org/wiki/79th_Academy_Awards,Best Documentary (Feature),An Inconvenient Truth,"Deliver Us from Evil | Iraq in Fragments | Jesus Camp | My Country, My Country"
79,2007,"February 25, 2007",https://en.wikipedia.org/wiki/79th_Academy_Awards,Best Documentary (Short Subject),The Blood of Yingzhou District,Recycled Life | Rehearsing a Dream | Two Hands
79,2007,"February 25, 2007",https://en.wikipedia.org/wiki/79th_Academy_Awards,Best Short Film (Live Action),West Bank Story,Binta and the Great Idea | Éramos pocos (One Too Many) | Helmer & Son | The Saviour
79,2007,"February 25, 2007",https://en.wikipedia.org/wiki/79th_Academy_Awards,Best Short Film (Animated),The Danish Poet,Lifted | The Little Matchgirl | Maestro | No Time for Nuts
79,2007,"February 25, 2007",https://en.wikipedia.org/wiki/79th_Academy_Awards,Best Music (Original Score),Babel,The Good German | Notes on a Scandal | Pan's Labyrinth | The Queen
79,2007,"February 25, 2007",https://en.wikipedia.org/wiki/79th_Academy_Awards,Best Music (Original Song),"""I Need to Wake Up"" from An Inconvenient Truth","""Listen"" from Dreamgirls | ""Love You I Do"" from Dreamgirls | ""Our Town"" from Cars | ""Patience"" from Dreamgirls"
79,2007,"February 25, 2007",https://en.wikipedia.org/wiki/79th_Academy_Awards,Best Sound Editing,Letters from Iwo Jima,Apocalypto | Blood Diamond | Flags of Our Fathers | Pirates of the Caribbean: Dead Man's Chest
79,2007,"February 25, 2007",https://en.wikipedia.org/wiki/79th_Academy_Awards,Best Sound Mixing,Dreamgirls,Apocalypto | Blood Diamond | Flags of Our Fathers | Pirates of the Caribbean: Dead Man's Chest
79,2007,"February 25, 2007",https://en.wikipedia.org/wiki/79th_Academy_Awards,Best Art Direction,Pan's Labyrinth,Dreamgirls | The Good Shepherd | Pirates of the Caribbean: Dead Man's Chest | The Prestige
79,2007,"February 25, 2007",https://en.wikipedia.org/wiki/79th_Academy_Awards,Best Cinematography,Pan's Labyrinth,The Black Dahlia | Children of Men | The Illusionist | The Prestige
79,2007,"February 25, 2007",https://en.wikipedia.org/wiki/79th_Academy_Awards,Best Makeup,Pan's Labyrinth,Apocalypto | Click
79,2007,"February 25, 2007",https://en.wikipedia.org/wiki/79th_Academy_Awards,Best Costume Design,Marie Antoinette,Curse of the Golden Flower | The Devil Wears Prada | Dreamgirls | The Queen
79,2007,"February 25, 2007",https://en.wikipedia.org/wiki/79th_Academy_Awards,Best Film Editing,The Departed,Babel | Blood Diamond | Children of Men | United 93
79,2007,"February 25, 2007",https://en.wikipedia.org/wiki/79th_Academy_Awards,Best Visual Effects,Pirates of the Caribbean: Dead Man's Chest,Poseidon | Superman Returns
